header;url;nb_points;theme;duree;sujet_url;correction_url
Léchographie: comment ça marche?;https://labolycee.org/lechographie-comment-ca-marche;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Son;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-09-Metropole-Exo3-Sujet-Echographie-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-09-Metropole-Exo3-Correction-Echographie-4pts.pdf
Ondes ultrasonores et deux applications;https://labolycee.org/ondes-ultrasonores-et-deux-applications;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Son;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Asie-Exo3-Sujet-Ultrasons-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Asie-Exo3-Correction-US-4pts.pdf
Comment déterminer le relief du fond marin avec un sondeur;https://labolycee.org/comment-determiner-le-relief-du-fond-marin-avec-un-sondeur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Son;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-USA-Exo2-Sujet-OndeSonar-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-USA-Exo2-Correction-OndeSonar-5-5pts.pdf
Les sons chez les dauphins;https://labolycee.org/les-sons-chez-les-dauphins;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Son;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Liban-Sujet-Exo3-Sons-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Liban-Correction-Exo3-Sons-4pts.pdf
Le téléphone pot de yaourt;https://labolycee.org/le-telephone-pot-de-yaourt;5 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Son;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-USA-Sujet-Exo2-Ondes-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-USA-Correction-Exo2-Ondes-5pts.pdf
Un jour dorage;https://labolycee.org/un-jour-dorage;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-11-NelleCaledo-Exo3-Sujet-Orage-4-pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-11-NelleCaledo-Exo3-Correction-Orage-4-pts.pdf
Un titre de transport intelligent;https://labolycee.org/un-titre-de-transport-intelligent;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Propagation d'une onde - ondes progressives;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-03-NelleCaledo-Exo2-Sujet-RFID-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-03-NelleCaledo-Exo2-Correction-RFID-5-5pts.pdf
Cinétique chimique et lumière;https://labolycee.org/cinetique-chimique-et-lumiere;7 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-AmSud-Exo2-Sujet-Cinetique-Lumiere-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-AmSud-Exo2-Correction-Cinetique-Lumiere-7pts.pdf
Lampe à vapeur de sodium;https://labolycee.org/lampe-vapeur-de-sodium;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-09-Polynesie-Exo2-Sujet-LampeNa-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-09-Polynesie-Exo2-Correction-LampeNa-5-5pts.pdf
Le dioxyde de carbone atmosphérique;https://labolycee.org/le-dioxyde-de-carbone-atmospherique;9 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives | Transformations nucléaires;1 heure 57 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-09-Antilles-Exo1-Sujet-CO2_atmosph-9-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-09-Antilles-Exo1-Correction-CO2_atmosph-9-5pts.pdf
Découvertes liées à des éclipses de Soleil;https://labolycee.org/decouvertes-liees-des-eclipses-de-soleil;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/2019-09/2007-National-Exo2-Sujet-Ondes-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-National-Exo2-Correction-Ondes-5pts.pdf
Où il est question de la lumière;https://labolycee.org/ou-il-est-question-de-la-lumiere;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Physique | Propagation d'une onde - ondes progressives;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Polynesie-Exo2-Sujet-lumiere-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Polynesie-Exo2-Correction-Lumiere-6pts.pdf
A propos de lumière;https://labolycee.org/propos-de-lumiere;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Antilles-Exo3-Sujet-Lumiere.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Antilles-Exo3-Correction-Lumiere.pdf
Céramique et ultrasons;https://labolycee.org/ceramique-et-ultrasons;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-National-Exo3-Sujet-US-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-National-Exo3-Correction-US-4pts.pdf
La houle;https://labolycee.org/la-houle-0;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Afrique-Exo3-Sujet-houle-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Afrique-Exo3-Correction-Houle-4pts.pdf
Etude de quelques énergies renouvelables;https://labolycee.org/etude-de-quelques-energies-renouvelables;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-09-Polynesie-Exo3-Sujet-Energies-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-09-Polynesie-Exo3-Correction-Energies-4pts.pdf
Un séisme dans le Jura;https://labolycee.org/un-seisme-dans-le-jura;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-11-NelleCaledonie-Exo1-Sujet-Seisme-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-11-NelleCaledonie-Exo1-Correction-Seisme-5-5pts.pdf
Propagation dune onde;https://labolycee.org/propagation-dune-onde;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Reunion-Exo3-Sujet-Ondes-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Reunion-Exo3-Correction-Ondes-4pts.pdf
Le chien, la poule et le pigeon;https://labolycee.org/le-chien-la-poule-et-le-pigeon;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-03-NelleCaledonie-Exo3-Sujet-OndesMeca-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-03-NelleCaledonie-Exo3-Correction-OndesMeca-4pts.pdf
Evolution temporelle des systèmes physiques et chimiques;https://labolycee.org/evolution-temporelle-des-systemes-physiques-et-chimiques;7 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Physique | Évolution temporelle des systèmes électriques | Propagation d'une onde - ondes progressives | Transformations nucléaires;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-AmSud-Exo3-Sujet-EvolTemp-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-AmSud-Exo3-Correction-EvolTemp-7pts.pdf
Parlons CD;https://labolycee.org/parlons-cd;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Physique | Évolution temporelle des systèmes mécaniques | Propagation d'une onde - ondes progressives;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Polynesie-Sujet-Exo2-CD-4-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Polynesie-Correction-Exo2-CD-4-5pts.pdf
Système dallumage classique dans un moteur à essence;https://labolycee.org/systeme-dallumage-classique-dans-un-moteur-essence;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-09-National-Exo2-Sujet-Allumage-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-09-National-Exo2-Correction-Allumage-5-5pts.pdf
Filtre pour enceinte;https://labolycee.org/filtre-pour-enceinte;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Liban-Exo3-Sujet-RC-RL-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Liban-Exo3-Correction-RC-RL-4pts.pdf
Evolution énergétique dun circuit RLC série;https://labolycee.org/evolution-energetique-dun-circuit-rlc-serie;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-11-NelleCaledonie-Sujet-Exo3-RLC-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-11-NelleCaledonie-Exo3-Correction-RLC-4pts.pdf
Le piège photo;https://labolycee.org/le-piege-photo;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-USA-Exo1-Sujet-Elec-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-USA-Exo1-Correction-Elec-5pts.pdf
Oscillateur électrique;https://labolycee.org/oscillateur-electrique;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Liban-Sujet-Exo2-OscillElec-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Liban-Correction-Exo2-OscillElec-5pts.pdf
Réalisation artisanale dun diapason électronique;https://labolycee.org/realisation-artisanale-dun-diapason-electronique;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-09-Antilles-Sujet-Exo3-RLC-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-09-Antilles-Correction-Exo3-Diapason-4pts.pdf
Dipôle RLC;https://labolycee.org/dipole-rlc;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-USA-Sujet-Exo3-DipoLeRLC-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-USA-Correction-Exo3-DipoLeRLC-4pts.pdf
Les oscillations dans le haut-parleur;https://labolycee.org/les-oscillations-dans-le-haut-parleur;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-03-NelleCaledo-Exo3-Sujet-HPOscillations-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-03-NelleCaledo-Exo3-Correction-HPOscillations-4pts.pdf
Loscillateur élastique horizontal;https://labolycee.org/loscillateur-elastique-horizontal;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Liban-Exo3-Sujet-Oscillateur-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Liban-Exo3-Correction-Oscillateur-4pts.pdf
étude dun oscillateur mécanique;https://labolycee.org/etude-dun-oscillateur-mecanique;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Reunion-Exo1-Sujet-OscillateurHorizontal-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Reunion-Exo1-Correction-OscillateurHorizontal-5pts.pdf
Pendule élastique;https://labolycee.org/pendule-elastique;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Reunion-Exo2-Sujet-Pendule-Elastique-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Reunion-Exo2-Correction-Pendule-Elastique-4pts.pdf
étude dun système solide-ressort;https://labolycee.org/etude-dun-systeme-solide-ressort;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Asie-Exo2-Sujet-SolideRessort-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Asie-Exo2-Correction-SolideRessort-5.5pts.pdf
Les oscillateurs mécaniques;https://labolycee.org/les-oscillateurs-mecaniques;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-AmSud-Sujet-Exo2-Oscill-Meca-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-AmSud-Correction-Exo2-Oscill-Meca-5-5pts.pdf
Energies dun système solide-ressort;https://labolycee.org/energies-dun-systeme-solide-ressort;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-Asie-Sujet-Exo3-Solide-ressort-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Asie-Correction-Exo3-Solide-ressort.pdf
Etude dun oscillateur;https://labolycee.org/etude-dun-oscillateur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-09-Polynesie-Sujet-Exo1-Oscillateur-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-09-Polynesie-Correction-Exo1-Oscillateur-5-5pts.pdf
Oscillateur solide - ressort;https://labolycee.org/oscillateur-solide-ressort;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-03-NelleCaledonie-Sujet-Exo3-OscillateurMeca-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-03-NelleCaledonie-Correction-Exo3-OscillateurMeca-5-5.pdf
Oscillations libres et forcées;https://labolycee.org/oscillations-libres-et-forcees;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-Reunion-Sujet-Exo1-OscillationsLibresForcees-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-Reunion-Correction-Exo1-OscillationsLibresForcees-5-5pts.pdf
Pendule simple et énergie;https://labolycee.org/pendule-simple-et-energie;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2002/2002-AmSud-Sujet-E-Pendule.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2002/2002-AmSud-Correction-E-Pendule.pdf
Production dénergie nucléaire;https://labolycee.org/production-denergie-nucleaire;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-USA-Exo3-Sujet-Nucleaire-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-USA-Exo3-Correction-Nucleaire-4pts.pdf
Fusion deutérium tritium;https://labolycee.org/fusion-deuterium-tritium;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Pondichery-Exo3-Sujet-Fusion-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Pondichery-Exo3-Correction-fusion.pdf
Nucléosynthèse des éléments chimiques;https://labolycee.org/nucleosynthese-des-elements-chimiques;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-09-National-Exo3-Sujet-Nucleosynthese-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-09-National-Exo3-Correction-Nucleosynthese-4pts.pdf
Du Big Bang aux éléments chimiques;https://labolycee.org/du-big-bang-aux-elements-chimiques;6 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-AmSud-Sujet-Exo2-BigBang-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-AmSud-Correction-Exo2-BigBang.pdf
Radioactivité dans la famille de luranium;https://labolycee.org/radioactivite-dans-la-famille-de-luranium;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-Antilles-Sujet-Exo2-FamilleUranium-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-Antilles-Correction-Exo2-FamilleUranium-5-5pts.pdf
Mécanisme de fusion de lhydrogène dans une étoile;https://labolycee.org/mecanisme-de-fusion-de-lhydrogene-dans-une-etoile;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-Reunion-Sujet-SSCALC-Exo3-FusionEtoile-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-Reunion-Correction-SSCALC-Exo3-FusionEtoile-4pts.pdf
Alimentation simplifiée dun injecteur dautomobile;https://labolycee.org/alimentation-simplifiee-dun-injecteur-dautomobile;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-09-Antilles-Exo2-Sujet-InjecteurAuto-RL-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-09-Antilles-Exo2-Correction-InjecteurAuto-RL-4pts.pdf
Bobine dun woofer;https://labolycee.org/bobine-dun-woofer;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-11-AmSud-Exo2-Sujet-RL-Woofer-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-11-AmSud-Exo2-Correction-RL-Woofer-5-5pts.pdf
Résistance dune bobine réelle;https://labolycee.org/resistance-dune-bobine-reelle;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Polynesie-Exo1-Sujet-Bobine-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Polynesie-Exo1-Correction-Bobine.pdf
Etude dun circuit RL;https://labolycee.org/etude-dun-circuit-rl;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Pondichery-Sujet-Exo3-CircuitRL-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Pondichery-Correction-ExoIII-RL-4pts.pdf
Etude dun dipole RL;https://labolycee.org/etude-dun-dipole-rl;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-AmSud-Sujet-Exo1-RL-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-AmSud-Correction-Exo1-RL-4pts.pdf
Etude expérimentale dune bobine;https://labolycee.org/etude-experimentale-dune-bobine;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-Asie-Sujet-Etude-bobine-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Asie-Correction-Etude-bobine.pdf
à propos dune lampe à incandescence;https://labolycee.org/propos-dune-lampe-incandescence;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-03-NelleCaledo-Exo2-Sujet-LampeIncandescence-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-03-NelleCaledo-Exo2-Correction-LampeIncandescence-6-5pts.pdf
Stockage de lénergie solaire;https://labolycee.org/stockage-de-lenergie-solaire;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-03-NelleCaledonie-Exo1-Sujet-Solaire-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-03-NelleCaledonie-Exo1-Correction-Solaire-6-5pts.pdf
Radioactivité tellurique;https://labolycee.org/radioactivite-tellurique;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-NelleCaledo-Exo2-Sujet-Radioactivite-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-NelleCaledo-Exo2-Correction-CompteurGeiger.pdf
Principe de lallumage dune voiture;https://labolycee.org/principe-de-lallumage-dune-voiture;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Afrique-Exo1-Sujet-Batterie-RL-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Afrique-Exo1-Correction-AllumageVoiture-6-5pts.pdf
La Logan au banc dessai;https://labolycee.org/la-logan-au-banc-dessai;9 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 57 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Liban-Exo1-Sujet-Meca-Logan-9pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Liban-Exo1-Correction-Meca-Logan-9pts.pdf
Analogies électromécaniques;https://labolycee.org/analogies-electromecaniques;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Pondichery-Exo2-Sujet-Analogie_Elec_Meca-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Pondichery-Exo2-Correction-Analogie_Elec_Meca-5pts.pdf
Utilisation du technétium en médecine nucléaire;https://labolycee.org/utilisation-du-technetium-en-medecine-nucleaire;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-11-AmSud-Exo3-Sujet-MedecineNucleaire-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-11-AmSud-Exo3-Correction-MedecineNucleaire-4pts.pdf
Le radon et ses effets néfastes;https://labolycee.org/le-radon-et-ses-effets-nefastes;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-09-Polynesie-Exo3-Sujet-Radon.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-09-Polynesie-Exo3-Correction-Radon.pdf
La découverte de la radioactivité artificielle;https://labolycee.org/la-decouverte-de-la-radioactivite-artificielle;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Antilles-Exo2-Sujet-RadioactiviteArtificielle-5.5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Antilles-Exo2-Correction-RadioactiviteArtificielle-5.5pts.pdf
A propos des noyaux dargent;https://labolycee.org/propos-des-noyaux-dargent;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Asie-Exo3-Sujet-Radioactivite-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Asie-Exo3-Correction-Radioactivite-5-5pts.pdf
Controler la fusion nucléaire;https://labolycee.org/controler-la-fusion-nucleaire;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-03-NelleCaledonie-Exo2-Sujet-Fusion-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-03-NelleCaledonie-Exo2-Correction-Fusion-5-5pts.pdf
